,root_term,CUI,CUI_name,root_list
5800,weakness,C0457433;C2030478;C2030484;C4543246;C4543247;C4543609;C4543610;C2875326;C2875328;C2875330;C2875332;C2875334;C2875336;C2882464;C2882505;C2882587;C2882589;C2882628;C2882670;C2882466;C2882507;C2882546;C2882548;C2882630;C2882672,Right hemiplegia,False
5801,weakness,C0457434;C2030477;C2030483;C4543245;C4543248;C4543572;C4543573;C2875327;C2875329;C2875331;C2875333;C2875335;C2875337;C2882465;C2882506;C2882588;C2882590;C2882629;C2882671;C2882467;C2882508;C2882547;C2882549;C2882631;C2882673,Left hemiplegia,False
5802,weakness,C0457435;C4543345;C4543347;C2882464;C2882505;C2882587;C2882589;C2882628;C2882670;C2882466;C2882507;C2882546;C2882548;C2882630;C2882672,Right hemiparesis,False
5803,weakness,C0457436;C4543344;C4543346;C2882465;C2882506;C2882588;C2882590;C2882629;C2882671;C2882467;C2882508;C2882547;C2882549;C2882631;C2882673,Left hemiparesis,False
5804,weakness,C4543572;C2875331,Spastic hemiplegia of left dominant side,False
5805,weakness,C4543573;C2875333,Spastic hemiplegia of left nondominant side,False
5806,weakness,C4543609;C2875330,Spastic hemiplegia of right dominant side,False
5807,weakness,C4543610;C2875332,Spastic hemiplegia of right nondominant side,False
5808,weakness,C0278111,Crossed hemiparesis,False
5809,weakness,C4543245;C2875327,Flaccid hemiplegia of left dominant side,False
5810,weakness,C4543248;C2875329,Flaccid hemiplegia of left nondominant side,False
5811,weakness,C4543247;C2875326,Flaccid hemiplegia of right dominant side,False
5812,weakness,C4543246;C2875328,Flaccid hemiplegia of right nondominant side,False
5813,weakness,C2030477;C4543245;C4543572;C2875327;C2875331;C2875335;C2882465;C2882506;C2882588;C2882590;C2882629;C2882671;C2882467;C2882508;C2882547;C2882549;C2882631;C2882673,Hemiplegia of left dominant side,False
5814,weakness,C2030483;C4543248;C4543573;C2875329;C2875333;C2875337,Hemiplegia of left nondominant side,False
5815,weakness,C2030478;C4543247;C4543609;C2875326;C2875330;C2875334;C2882464;C2882505;C2882587;C2882589;C2882628;C2882670;C2882466;C2882507;C2882546;C2882548;C2882630;C2882672,Hemiplegia of right dominant side,False
5816,weakness,C2030484;C4543246;C4543610;C2875328;C2875332;C2875336,Hemiplegia of right nondominant side,False
5817,weakness,C0744746;C0393960;C4543344;C4543345;C4543346;C4543347,Ataxic hemiparesis,False
5818,weakness,C0744750;C3494993,Residual hemiplegia,False
5819,weakness,C0270793,Facial hemiplegia,False
5820,weakness,C0278112;C2882586;C2882587;C2882588;C2882589;C2882590;C2882591,Cerebral hemiplegia,False
5821,weakness,C3662023,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,False
5822,weakness,C0338488;C0278110;C0270883;C4749822,Alternating hemiplegia,False
5823,weakness,C0455715,Benedikt's syndrome,False
5824,weakness,C2316860,Paralytic syndrome of nondominant side as late effect of stroke,False
5825,weakness,C2315652;C2316860,Paralytic syndrome of dominant side as late effect of stroke,False
5826,weakness,C0837177;C0270805,Hemiplegic cerebral palsy,False
5827,weakness,C0375209;C0375212;C2030470;C2030483;C2030484;C4543246;C4543248;C4543573;C4543610;C2875328;C2875329;C2875332;C2875333;C2875336;C2875337;C0489991;C4520411;C4543335;C4543336,Hemiplegia of nondominant side,False
5828,weakness,C0375212;C4543573;C4543610;C2875332;C2875333,Spastic hemiplegia of nondominant side,False
5829,weakness,C2711513;C4543572;C4543609;C2875330;C2875331,Spastic hemiplegia of dominant side,False
5830,weakness,C2711916,Hemiparesis as late effect of cerebrovascular accident,False
5831,weakness,C2711650;C4543245;C4543247;C2875326;C2875327,Flaccid hemiplegia of dominant side,False
5832,weakness,C2711849;C0489990;C0489991,Hemiplegia as late effect of cerebrovascular disease,False
5833,weakness,C0375209;C4543246;C4543248;C2875328;C2875329,Flaccid hemiplegia of nondominant side,False
5834,weakness,C2030469;C2030477;C2030478;C2711513;C2711650;C4543245;C4543247;C4543572;C4543609;C2875326;C2875327;C2875330;C2875331;C2875334;C2875335;C0489990;C4520409;C4520412;C4543334;C2882464;C2882465;C2882505;C2882506;C2882587;C2882588;C2882589;C2882590;C2882628;C2882629;C2882670;C2882671;C2882466;C2882467;C2882507;C2882508;C2882546;C2882547;C2882548;C2882549;C2882630;C2882631;C2882672;C2882673,Hemiplegia of dominant side,False
5835,weakness,C0489991,Hemiplegia of nondominant side as late effect of cerebrovascular disease,False
5836,weakness,C0489990,Hemiplegia of dominant side as late effect of cerebrovascular disease,False
5837,weakness,C2030468,Hemiplegia as late effect of cerebrovascular accident,False
5838,weakness,C3697821,Hemiplegia and/or hemiparesis following stroke,False
5839,weakness,C0018991;C0154693;C0154694;C0375206;C3829826;C0457433;C0457434;C0519012;C0278110;C0338488;C0392550;C0521662;C0264305;C0270793;C0270805;C0278112;C0278113;C0437249;C0455389;C0744750;C1716761;C2737039;C0751195;C1867983;C0204098;C0270883;C0375209;C0375212;C0549118;C2030469;C2030470;C2030477;C2030478;C2030483;C2030484;C2711513;C2711650;C3662060;C3697821;C0375218;C2882586;C2030468;C2711849;C3494993;C4543245;C4543246;C4543247;C4543248;C4543572;C4543573;C4543609;C4543610;C4749822;C2875326;C2875327;C2875328;C2875329;C2875330;C2875331;C2875332;C2875333;C2875334;C2875335;C2875336;C2875337;C2882463;C2882504;C2882545;C2882627;C2882669;C2739380;C0489990;C0489991;C3662022;C4520409;C4520411;C4520412;C4543334;C4543335;C4543336;C2882464;C2882465;C2882468;C2882505;C2882506;C2882509;C2882550;C2882587;C2882588;C2882589;C2882590;C2882591;C2882628;C2882629;C2882632;C2882670;C2882671;C2882674;C2882466;C2882467;C2882507;C2882508;C2882546;C2882547;C2882548;C2882549;C2882630;C2882631;C2882672;C2882673,Hemiplegia,False
5840,weakness,C0278113,Spinal hemiplegia,False
5841,weakness,C4543336,Hemiplegia of nondominant side as sequela of ischemic cerebrovascular accident,False
5842,weakness,C4520411,Hemiplegia of nondominant side due to and following hemorrhagic cerebrovascular accident,False
5843,weakness,C4543334,Hemiplegia of dominant side as sequela of ischemic cerebrovascular accident,False
5844,weakness,C4520412,Hemiplegia of dominant side due to and following hemorrhagic cerebrovascular accident,False
5845,weakness,C4543335,Hemiplegia of nondominant side as sequela of embolic cerebrovascular accident,False
5846,weakness,C4520409,Hemiplegia of dominant side due to and following embolic cerebrovascular accident,False
5847,weakness,C4511870,Functional hemiparesis,False
5848,weakness,C0270883,Alternating hypoglossal hemiplegia,False
5849,weakness,C0278110,Crossed hemiplegia,False
5850,weakness,C4749822,Benign nocturnal alternating hemiplegia of childhood,False
5851,weakness,C0154694;C0375212;C2711513;C4543572;C4543573;C4543609;C4543610;C2875330;C2875331;C2875332;C2875333,Spastic hemiplegia,False
5852,weakness,C0154693;C0375209;C2711650;C4543245;C4543246;C4543247;C4543248;C2875326;C2875327;C2875328;C2875329,Flaccid hemiplegia,False
5853,weakness,C0264305,Laryngeal hemiplegia,False
5854,weakness,C0521662,Transient hemiplegia,False
5855,weakness,C4543182,Weakness of left facial muscle as sequela of cerebrovascular accident,True
5856,weakness,C4543183,Weakness of facial muscle as sequela of ischemic cerebrovascular accident,True
5857,weakness,C4543184,Weakness of right facial muscle as sequela of cerebrovascular disease,True
5858,weakness,C4543185,Weakness of right facial muscle as sequela of cerebrovascular accident,False
5859,weakness,C4543185,Weakness of right facial muscle as sequela of cerebrovascular accident,True
5860,weakness,C4543186,Weakness of left facial muscle as sequela of cerebrovascular disease,True
5861,weakness,C4543182,Weakness of left facial muscle as sequela of cerebrovascular accident,False
5862,weakness,C4543519,Weakness of facial muscle as sequela of embolic cerebrovascular accident,True
5863,weakness,C5192959,DNA2-related mitochondrial DNA deletion syndrome,True
5864,weakness,C5231140,Muscle paresis due to and following neuromuscular blockade,True
5865,weakness,C1560059,"Generalized or Specific Area Muscle Weakness Not Due to Neuropathy, CTCAE",True
5866,weakness,C1560061,"Grade 1 Extraocular Muscle Weakness Not Due to Neuropathy, CTCAE",True
5867,weakness,C1560062,"Grade 2 Extraocular Muscle Weakness Not Due to Neuropathy, CTCAE",True
5868,weakness,C1560063,"Grade 3 Extraocular Muscle Weakness Not Due to Neuropathy, CTCAE",True
5869,weakness,C1560064,"Grade 4 Extraocular Muscle Weakness Not Due to Neuropathy, CTCAE",True
5870,weakness,C1560065,"Grade 5 Extraocular Muscle Weakness Not Due to Neuropathy, CTCAE",True
5871,weakness,C1560067,"Grade 1 Lower Extremity Muscle Weakness Not Due to Neuropathy, CTCAE",True
5872,weakness,C1560068,"Grade 2 Lower Extremity Muscle Weakness Not Due to Neuropathy, CTCAE",True
5873,weakness,C1560069,"Grade 3 Lower Extremity Muscle Weakness Not Due to Neuropathy, CTCAE",True
5874,weakness,C1560070,"Grade 4 Lower Extremity Muscle Weakness Not Due to Neuropathy, CTCAE",True
5875,weakness,C1560071,"Grade 5 Lower Extremity Muscle Weakness Not Due to Neuropathy, CTCAE",True
5876,weakness,C1560073,"Grade 1 Upper Extremity Muscle Weakness Not Due to Neuropathy, CTCAE",True
5877,weakness,C1560074,"Grade 2 Upper Extremity Muscle Weakness Not Due to Neuropathy, CTCAE",True
5878,weakness,C1560075,"Grade 3 Upper Extremity Muscle Weakness Not Due to Neuropathy, CTCAE",True
5879,weakness,C1560076,"Grade 4 Upper Extremity Muscle Weakness Not Due to Neuropathy, CTCAE",True
5880,weakness,C1560077,"Grade 5 Upper Extremity Muscle Weakness Not Due to Neuropathy, CTCAE",True
5881,weakness,C1560079,"Grade 1 Facial Muscle Weakness Not Due to Neuropathy, CTCAE",True
5882,weakness,C1560080,"Grade 2 Facial Muscle Weakness Not Due to Neuropathy, CTCAE",True
5883,weakness,C1560081,"Grade 3 Facial Muscle Weakness Not Due to Neuropathy, CTCAE",True
5884,weakness,C1560082,"Grade 4 Facial Muscle Weakness Not Due to Neuropathy, CTCAE",True
5885,weakness,C1560083,"Grade 5 Facial Muscle Weakness Not Due to Neuropathy, CTCAE",True
5886,weakness,C1560085,"Grade 1 Left-Sided Muscle Weakness Not Due to Neuropathy, CTCAE",True
5887,weakness,C1560086,"Grade 2 Left-Sided Muscle Weakness Not Due to Neuropathy, CTCAE",True
5888,weakness,C1560087,"Grade 3 Left-Sided Muscle Weakness Not Due to Neuropathy, CTCAE",True
5889,weakness,C1560088,"Grade 4 Left-Sided Muscle Weakness Not Due to Neuropathy, CTCAE",True
5890,weakness,C1560089,"Grade 5 Left-Sided Muscle Weakness Not Due to Neuropathy, CTCAE",True
5891,weakness,C1560091,"Grade 1 Ocular Muscle Weakness Not Due to Neuropathy, CTCAE",True
5892,weakness,C1560092,"Grade 2 Ocular Muscle Weakness Not Due to Neuropathy, CTCAE",True
5893,weakness,C1560093,"Grade 3 Ocular Muscle Weakness Not Due to Neuropathy, CTCAE",True
5894,weakness,C1560094,"Grade 4 Ocular Muscle Weakness Not Due to Neuropathy, CTCAE",True
5895,weakness,C1560095,"Grade 5 Ocular Muscle Weakness Not Due to Neuropathy, CTCAE",True
5896,weakness,C1560097,"Grade 1 Pelvic Muscle Weakness Not Due to Neuropathy, CTCAE",True
5897,weakness,C1560098,"Grade 2 Pelvic Muscle Weakness Not Due to Neuropathy, CTCAE",True
5898,weakness,C1560099,"Grade 3 Pelvic Muscle Weakness Not Due to Neuropathy, CTCAE",True
5899,weakness,C1560100,"Grade 4 Pelvic Muscle Weakness Not Due to Neuropathy, CTCAE",True
5900,weakness,C1560101,"Grade 5 Pelvic Muscle Weakness Not Due to Neuropathy, CTCAE",True
5901,weakness,C1560103,"Grade 1 Right-Sided Muscle Weakness Not Due to Neuropathy, CTCAE",True
5902,weakness,C1560104,"Grade 2 Right-Sided Muscle Weakness Not Due to Neuropathy, CTCAE",True
5903,weakness,C1560105,"Grade 3 Right-Sided Muscle Weakness Not Due to Neuropathy, CTCAE",True
5904,weakness,C1560106,"Grade 4 Right-Sided Muscle Weakness Not Due to Neuropathy, CTCAE",True
5905,weakness,C1560107,"Grade 5 Right-Sided Muscle Weakness Not Due to Neuropathy, CTCAE",True
5906,weakness,C1560109,"Grade 1 Trunk Muscle Weakness Not Due to Neuropathy, CTCAE",True
5907,weakness,C1560110,"Grade 2 Trunk Muscle Weakness Not Due to Neuropathy, CTCAE",True
5908,weakness,C1560111,"Grade 3 Trunk Muscle Weakness Not Due to Neuropathy, CTCAE",True
5909,weakness,C1560112,"Grade 4 Trunk Muscle Weakness Not Due to Neuropathy, CTCAE",True
5910,weakness,C1560113,"Grade 5 Trunk Muscle Weakness Not Due to Neuropathy, CTCAE",True
5911,weakness,C1560114,"Whole Body and Generalized Muscle Weakness Not Due to Neuropathy, CTCAE",True
5912,weakness,C1560115,"Grade 1 Whole Body and Generalized Muscle Weakness Not Due to Neuropathy, CTCAE",True
5913,weakness,C1560116,"Grade 2 Whole Body and Generalized Muscle Weakness Not Due to Neuropathy, CTCAE",True
5914,weakness,C1560117,"Grade 3 Whole Body and Generalized Muscle Weakness Not Due to Neuropathy, CTCAE",True
5915,weakness,C1560118,"Grade 4 Whole Body and Generalized Muscle Weakness Not Due to Neuropathy, CTCAE",True
5916,weakness,C1560119,"Grade 5 Whole Body and Generalized Muscle Weakness Not Due to Neuropathy, CTCAE",True
5917,weakness,C4288989,Have Difficulty Opening a Jar or Bottle Because of Weakness in Hands,True
5918,weakness,C4288993,Have Difficulty Climbing Stairs or Getting Out of Chair Because of Weakness in Legs,True
5919,weakness,C4683401,How Often Experienced Difficulty Sitting up Because Abdominal Muscle Weakness,True
5920,weakness,C3166784,While you were having paralysis or weakness did any of these things occur,True
5921,weakness,C3475975,I have weakness in my arms or legs in the past 7D,True
5922,weakness,C3482483,I have weakness in my arms or legs in the past 7D:Find:7D:^Patient:Ord:FACIT,True
5923,weakness,C3482771,I have weakness in my legs in the past 7D:Find:7D:^Patient:Ord:FACIT,True
5924,weakness,C4511482,Autosomal recessive limb girdle muscular dystrophy type 2Y,True
5925,weakness,C4520251,Weakness of right facial muscle due to and following spontaneous intracerebral hemorrhage,True
5926,weakness,C4520252,Weakness of left facial muscle due to and following non-traumatic intracerebral hemorrhage,True
